case,event,startTime,Group
Case No. 29,BookTransport,2018/03/23 18:28:40.631,G2
Case No. 30,UseTransport,2018/03/23 19:20:30.631,G2
Case No. 30,BookTransport,2018/03/23 19:29:41.631,G2
Case No. 30,BookTransport,2018/03/23 19:48:54.631,G2
Case No. 30,BookTransport,2018/03/23 20:15:50.631,G2
Case No. 30,BookTransport,2018/03/23 20:33:56.631,G2
Case No. 30,BookTransport,2018/03/23 20:47:17.631,G2
Case No. 30,BookTransport,2018/03/23 20:56:43.631,G2
Case No. 30,BookTransport,2018/03/23 21:01:26.631,G2
Case No. 30,BookTransport,2018/03/23 21:11:10.631,G2
Case No. 30,BookTransport,2018/03/23 21:26:14.631,G2
Case No. 30,BookTransport,2018/03/23 21:29:28.631,G2
Case No. 30,BookTransport,2018/03/23 21:54:59.631,G2
Case No. 30,BookTransport,2018/03/23 21:58:27.631,G2
Case No. 30,BookTransport,2018/03/23 22:57:36.631,G2
Case No. 30,BookTransport,2018/03/23 23:01:01.631,G2
Case No. 31,UseTransport,2018/03/23 23:21:26.631,G1
Case No. 31,BookTransport,2018/03/23 23:54:38.631,G2
Case No. 31,BookTransport,2018/03/23 23:59:43.631,G2
Case No. 31,BookTransport,2018/03/24 00:41:42.631,G2
Case No. 31,BookTransport,2018/03/24 00:53:13.631,G2
Case No. 31,BookTransport,2018/03/24 00:55:55.631,G2
Case No. 31,BookTransport,2018/03/24 02:08:18.631,G2
Case No. 31,BookTransport,2018/03/24 02:14:22.631,G2
Case No. 31,BookTransport,2018/03/24 02:18:35.631,G2
Case No. 31,BookTransport,2018/03/24 02:33:56.631,G2
Case No. 31,BookTransport,2018/03/24 02:44:37.631,G2
Case No. 31,BookTransport,2018/03/24 02:49:28.631,G2
Case No. 31,BookTransport,2018/03/24 02:54:03.631,G2
Case No. 31,BookTransport,2018/03/24 02:55:19.631,G2
Case No. 31,BookTransport,2018/03/24 03:17:33.631,G2
Case No. 32,UseTransport,2018/03/24 03:37:07.631,G4
Case No. 32,BookTransport,2018/03/24 03:49:40.631,G2
Case No. 32,BookTransport,2018/03/24 03:52:14.631,G2
Case No. 32,BookTransport,2018/03/24 04:35:02.631,G2
Case No. 32,BookTransport,2018/03/24 04:42:43.631,G2
Case No. 32,BookTransport,2018/03/24 04:59:28.631,G2
Case No. 32,BookTransport,2018/03/24 05:01:06.631,G2
Case No. 32,BookTransport,2018/03/24 05:05:54.631,G2
Case No. 32,BookTransport,2018/03/24 05:23:21.631,G2
Case No. 32,BookTransport,2018/03/24 05:31:53.631,G2
Case No. 32,BookTransport,2018/03/24 06:13:06.631,G2
Case No. 32,BookTransport,2018/03/24 06:34:19.631,G2
Case No. 32,BookTransport,2018/03/24 06:40:34.631,G2
Case No. 32,BookTransport,2018/03/24 07:00:30.631,G2
Case No. 32,BookTransport,2018/03/24 07:16:29.631,G2
Case No. 33,ApproveApplication,2018/03/24 07:48:07.631,G1
Case No. 33,BookTransport,2018/03/24 08:06:48.631,G2
Case No. 33,BookTransport,2018/03/24 08:23:51.631,G2
Case No. 33,BookTransport,2018/03/24 08:50:31.631,G2
Case No. 33,BookTransport,2018/03/24 08:58:35.631,G2
Case No. 33,BookTransport,2018/03/24 09:06:38.631,G2
Case No. 33,BookTransport,2018/03/24 09:16:58.631,G2
Case No. 33,BookTransport,2018/03/24 09:57:24.631,G2
Case No. 33,BookTransport,2018/03/24 10:13:20.631,G2
Case No. 33,BookTransport,2018/03/24 10:23:29.631,G2
Case No. 33,BookTransport,2018/03/24 10:31:36.631,G2
Case No. 33,BookTransport,2018/03/24 11:03:30.631,G2
Case No. 33,BookTransport,2018/03/24 11:07:40.631,G2
Case No. 33,BookTransport,2018/03/24 11:16:47.631,G2
Case No. 33,BookTransport,2018/03/24 11:19:12.631,G2
Case No. 34,BookAccomodation,2018/03/24 11:20:18.631,G2
Case No. 34,BookTransport,2018/03/24 11:27:59.631,G2
Case No. 34,BookTransport,2018/03/24 11:36:27.631,G2
Case No. 34,BookTransport,2018/03/24 12:03:30.631,G2
Case No. 34,BookTransport,2018/03/24 12:18:07.631,G2
Case No. 34,BookTransport,2018/03/24 12:27:25.631,G2
Case No. 34,BookTransport,2018/03/24 12:58:06.631,G2
Case No. 34,BookTransport,2018/03/24 13:07:40.631,G2
Case No. 34,BookTransport,2018/03/24 13:15:05.631,G2
Case No. 34,BookTransport,2018/03/24 13:21:11.631,G2
Case No. 34,BookTransport,2018/03/24 13:51:24.631,G2
Case No. 34,BookTransport,2018/03/24 14:07:54.631,G2
Case No. 34,BookTransport,2018/03/24 14:39:51.631,G2
Case No. 34,BookTransport,2018/03/24 14:44:40.631,G2
Case No. 34,BookTransport,2018/03/24 14:55:55.631,G2
Case No. 35,ApproveApplication,2018/03/24 15:51:49.631,G2
Case No. 35,BookTransport,2018/03/24 16:02:38.631,G2
Case No. 35,BookTransport,2018/03/24 16:17:20.631,G2
Case No. 35,BookTransport,2018/03/24 16:22:47.631,G2
Case No. 35,BookTransport,2018/03/24 16:26:50.631,G2
Case No. 35,BookTransport,2018/03/24 16:47:29.631,G2
Case No. 35,BookTransport,2018/03/24 16:47:50.631,G2
Case No. 35,BookTransport,2018/03/24 16:55:10.631,G2
Case No. 35,BookTransport,2018/03/24 17:44:00.631,G2
Case No. 35,BookTransport,2018/03/24 18:02:31.631,G2
Case No. 35,BookTransport,2018/03/24 18:11:43.631,G2
Case No. 35,BookTransport,2018/03/24 18:48:26.631,G2
Case No. 35,BookTransport,2018/03/24 19:01:29.631,G2
Case No. 35,BookTransport,2018/03/24 19:04:34.631,G2
Case No. 35,BookTransport,2018/03/24 19:05:36.631,G2
Case No. 36,ArchiveDocuments,2018/03/24 19:22:03.631,G2
Case No. 36,BookTransport,2018/03/24 19:28:31.631,G2
Case No. 36,BookTransport,2018/03/24 19:35:44.631,G2
Case No. 36,BookTransport,2018/03/24 19:59:05.631,G2
Case No. 36,BookTransport,2018/03/24 20:03:42.631,G2
Case No. 36,BookTransport,2018/03/24 20:20:50.631,G2
Case No. 36,BookTransport,2018/03/24 20:29:19.631,G2
Case No. 36,BookTransport,2018/03/24 20:47:31.631,G2
Case No. 36,BookTransport,2018/03/24 21:40:10.631,G2
Case No. 36,BookTransport,2018/03/24 21:45:14.631,G2
Case No. 36,BookTransport,2018/03/24 21:46:37.631,G2
Case No. 36,BookTransport,2018/03/24 21:48:47.631,G2
Case No. 36,BookTransport,2018/03/24 22:39:23.631,G2
Case No. 36,BookTransport,2018/03/24 23:03:52.631,G2
Case No. 36,BookTransport,2018/03/24 23:17:00.631,G2
Case No. 37,DoSomething,2018/03/24 23:28:28.631,G2
Case No. 37,BookTransport,2018/03/24 23:50:31.631,G2
Case No. 37,BookTransport,2018/03/25 00:13:55.631,G2
Case No. 37,BookTransport,2018/03/25 00:16:51.631,G2
Case No. 37,BookTransport,2018/03/25 00:54:14.631,G2
Case No. 37,BookTransport,2018/03/25 01:02:20.631,G2
Case No. 37,BookTransport,2018/03/25 01:07:37.631,G2
Case No. 37,BookTransport,2018/03/25 01:19:23.631,G2
Case No. 37,BookTransport,2018/03/25 01:26:45.631,G2
Case No. 37,BookTransport,2018/03/25 01:47:29.631,G2
Case No. 37,BookTransport,2018/03/25 03:14:46.631,G2
Case No. 37,BookTransport,2018/03/25 03:35:37.631,G2
Case No. 37,BookTransport,2018/03/25 03:40:00.631,G2
Case No. 37,BookTransport,2018/03/25 03:56:50.631,G2
Case No. 37,BookTransport,2018/03/25 03:16:45.631,G2
Case No. 38,DoSomething,2018/03/25 03:21:41.631,G4
Case No. 38,BookTransport,2018/03/25 03:35:43.631,G2
Case No. 38,BookTransport,2018/03/25 03:36:12.631,G2
Case No. 38,BookTransport,2018/03/25 03:52:07.631,G2
Case No. 38,BookTransport,2018/03/25 03:59:26.631,G2
Case No. 38,BookTransport,2018/03/25 04:17:52.631,G2
Case No. 38,BookTransport,2018/03/25 04:25:45.631,G2
Case No. 38,BookTransport,2018/03/25 04:31:00.631,G2
Case No. 38,BookTransport,2018/03/25 04:57:55.631,G2
Case No. 38,BookTransport,2018/03/25 05:43:45.631,G2
Case No. 38,BookTransport,2018/03/25 05:48:00.631,G2
Case No. 38,BookTransport,2018/03/25 06:09:18.631,G2
Case No. 38,BookTransport,2018/03/25 06:14:54.631,G2
Case No. 38,BookTransport,2018/03/25 06:23:49.631,G2
Case No. 38,BookTransport,2018/03/25 06:26:14.631,G2
Case No. 39,DoSomething,2018/03/25 08:00:06.631,G1
Case No. 39,BookTransport,2018/03/25 08:12:18.631,G2
Case No. 39,BookTransport,2018/03/25 09:00:42.631,G2
Case No. 39,BookTransport,2018/03/25 09:11:26.631,G2
Case No. 39,BookTransport,2018/03/25 09:16:54.631,G2
Case No. 39,BookTransport,2018/03/25 09:17:41.631,G2
Case No. 39,BookTransport,2018/03/25 09:22:41.631,G2
Case No. 39,BookTransport,2018/03/25 09:57:07.631,G2
Case No. 39,BookTransport,2018/03/25 10:36:13.631,G2
Case No. 39,BookTransport,2018/03/25 10:47:20.631,G2
Case No. 39,BookTransport,2018/03/25 10:54:59.631,G2
Case No. 39,BookTransport,2018/03/25 10:55:40.631,G2
Case No. 39,BookTransport,2018/03/25 10:58:36.631,G2
Case No. 39,BookTransport,2018/03/25 11:07:57.631,G2
Case No. 39,BookTransport,2018/03/25 11:11:02.631,G2
Case No. 40,BookAccomodation,2018/03/25 11:32:39.631,G4
Case No. 40,BookTransport,2018/03/25 11:44:35.631,G2
Case No. 40,BookTransport,2018/03/25 11:48:14.631,G2
Case No. 40,BookTransport,2018/03/25 12:04:06.631,G2
Case No. 40,BookTransport,2018/03/25 12:09:16.631,G2
Case No. 40,BookTransport,2018/03/25 12:18:29.631,G2
Case No. 40,BookTransport,2018/03/25 12:36:34.631,G2
Case No. 40,BookTransport,2018/03/25 12:39:36.631,G2
Case No. 40,BookTransport,2018/03/25 12:41:28.631,G2
Case No. 40,BookTransport,2018/03/25 12:52:25.631,G2
Case No. 40,BookTransport,2018/03/25 13:00:28.631,G2
Case No. 40,BookTransport,2018/03/25 13:15:51.631,G2
Case No. 40,BookTransport,2018/03/25 13:42:18.631,G2
Case No. 40,BookTransport,2018/03/25 14:06:49.631,G2
Case No. 40,BookTransport,2018/03/25 14:56:33.631,G2
Case No. 41,BookAccomodation,2018/03/25 15:36:49.631,G1
Case No. 41,BookTransport,2018/03/25 15:45:26.631,G2
Case No. 41,BookTransport,2018/03/25 15:52:45.631,G2
Case No. 41,BookTransport,2018/03/25 15:57:59.631,G2
Case No. 41,BookTransport,2018/03/25 16:00:29.631,G2
Case No. 41,BookTransport,2018/03/25 16:22:22.631,G2
Case No. 41,BookTransport,2018/03/25 16:24:49.631,G2
Case No. 41,BookTransport,2018/03/25 16:55:37.631,G2
Case No. 41,BookTransport,2018/03/25 17:06:53.631,G2
Case No. 41,BookTransport,2018/03/25 17:25:34.631,G2
Case No. 41,BookTransport,2018/03/25 17:39:36.631,G2
Case No. 41,BookTransport,2018/03/25 17:56:28.631,G2
Case No. 41,BookTransport,2018/03/25 18:48:04.631,G2
Case No. 41,BookTransport,2018/03/25 19:14:19.631,G2
Case No. 41,BookTransport,2018/03/25 19:17:34.631,G2
Case No. 42,ArchiveDocuments,2018/03/25 19:42:36.631,G1
Case No. 42,BookTransport,2018/03/25 19:46:46.631,G2
Case No. 42,BookTransport,2018/03/25 19:51:57.631,G2
Case No. 42,BookTransport,2018/03/25 20:28:30.631,G2
Case No. 42,BookTransport,2018/03/25 21:16:31.631,G2
Case No. 42,BookTransport,2018/03/25 21:31:48.631,G2
Case No. 42,BookTransport,2018/03/25 21:55:27.631,G2
Case No. 42,BookTransport,2018/03/25 22:03:45.631,G2
Case No. 42,BookTransport,2018/03/25 22:05:52.631,G2
Case No. 42,BookTransport,2018/03/25 22:07:07.631,G2
Case No. 42,BookTransport,2018/03/25 22:24:11.631,G2
Case No. 42,BookTransport,2018/03/25 22:33:19.631,G2
Case No. 42,BookTransport,2018/03/25 22:38:08.631,G2
Case No. 42,BookTransport,2018/03/25 22:50:48.631,G2
Case No. 42,BookTransport,2018/03/25 23:18:43.631,G2
Case No. 43,UseTransport,2018/03/22 11:28:47.631,G1
Case No. 43,UseTransport,2018/03/22 12:33:43.631,G1
Case No. 43,UseTransport,2018/03/22 12:36:56.631,G1
Case No. 43,UseTransport,2018/03/22 12:48:16.631,G1
Case No. 43,UseTransport,2018/03/22 13:28:10.631,G1
Case No. 43,UseTransport,2018/03/22 13:31:12.631,G1
Case No. 43,UseTransport,2018/03/22 13:39:42.631,G1
Case No. 43,UseTransport,2018/03/22 13:41:33.631,G1
Case No. 43,UseTransport,2018/03/22 13:45:44.631,G1
Case No. 43,UseTransport,2018/03/22 13:54:08.631,G1
Case No. 43,UseTransport,2018/03/22 14:42:29.631,G1
Case No. 43,UseTransport,2018/03/22 14:43:15.631,G1
Case No. 43,UseTransport,2018/03/22 15:00:55.631,G1
Case No. 43,UseTransport,2018/03/22 15:05:30.631,G1
Case No. 43,CollectTickets,2018/03/22 15:11:54.631,G1
Case No. 44,UseTransport,2018/03/22 15:28:47.631,G4
Case No. 44,UseTransport,2018/03/22 15:52:55.631,G1
Case No. 44,UseTransport,2018/03/22 15:57:08.631,G1
Case No. 44,UseTransport,2018/03/22 16:07:30.631,G1
Case No. 44,UseTransport,2018/03/22 16:11:40.631,G1
Case No. 44,UseTransport,2018/03/22 16:17:23.631,G1
Case No. 44,UseTransport,2018/03/22 16:19:35.631,G1
Case No. 44,UseTransport,2018/03/22 16:30:43.631,G1
Case No. 44,UseTransport,2018/03/22 16:41:51.631,G1
Case No. 44,UseTransport,2018/03/22 16:49:29.631,G1
Case No. 44,UseTransport,2018/03/22 17:50:10.631,G1
Case No. 44,UseTransport,2018/03/22 18:00:33.631,G1
Case No. 44,UseTransport,2018/03/22 18:12:12.631,G1
Case No. 44,UseTransport,2018/03/22 18:34:43.631,G1
Case No. 44,CollectTickets,2018/03/22 18:46:14.631,G1
Case No. 45,UseTransport,2018/03/22 19:36:32.631,G2
Case No. 45,UseTransport,2018/03/22 20:02:55.631,G1
Case No. 45,UseTransport,2018/03/22 20:06:35.631,G1
Case No. 45,UseTransport,2018/03/22 20:19:09.631,G1
Case No. 45,UseTransport,2018/03/22 20:21:50.631,G1
Case No. 45,UseTransport,2018/03/22 20:31:49.631,G1
Case No. 45,UseTransport,2018/03/22 20:32:15.631,G1
Case No. 45,UseTransport,2018/03/22 20:43:40.631,G1
Case No. 45,UseTransport,2018/03/22 21:18:38.631,G1
Case No. 45,UseTransport,2018/03/22 21:20:33.631,G1
Case No. 45,UseTransport,2018/03/22 21:50:37.631,G1
Case No. 45,UseTransport,2018/03/22 22:09:36.631,G1
Case No. 45,UseTransport,2018/03/22 22:24:44.631,G1
Case No. 45,UseTransport,2018/03/22 22:28:15.631,G1
Case No. 45,CollectTickets,2018/03/22 23:10:35.631,G1
Case No. 46,UseTransport,2018/03/23 00:10:15.631,G2
Case No. 46,UseTransport,2018/03/23 00:28:14.631,G4
Case No. 46,UseTransport,2018/03/23 00:35:49.631,G1
Case No. 46,UseTransport,2018/03/23 00:41:27.631,G1
Case No. 46,UseTransport,2018/03/23 00:53:06.631,G1
Case No. 46,UseTransport,2018/03/23 00:53:54.631,G1
Case No. 46,UseTransport,2018/03/23 00:57:37.631,G1
Case No. 46,UseTransport,2018/03/23 01:04:43.631,G1
Case No. 46,UseTransport,2018/03/23 01:14:41.631,G1
Case No. 46,UseTransport,2018/03/23 01:22:18.631,G1
Case No. 46,UseTransport,2018/03/23 01:58:07.631,G1
Case No. 46,UseTransport,2018/03/23 02:21:33.631,G1
Case No. 46,UseTransport,2018/03/23 02:26:37.631,G1
Case No. 46,UseTransport,2018/03/23 02:37:34.631,G1
Case No. 46,CollectTickets,2018/03/23 03:18:31.631,G1
Case No. 47,UseTransport,2018/03/23 03:29:15.631,G1
Case No. 47,UseTransport,2018/03/23 03:53:48.631,G4
Case No. 47,UseTransport,2018/03/23 03:56:05.631,G1
Case No. 47,UseTransport,2018/03/23 04:03:04.631,G1
Case No. 47,UseTransport,2018/03/23 04:05:21.631,G1
Case No. 47,UseTransport,2018/03/23 04:53:05.631,G1
Case No. 47,UseTransport,2018/03/23 04:53:42.631,G1
Case No. 47,UseTransport,2018/03/23 04:57:19.631,G1
Case No. 47,UseTransport,2018/03/23 05:01:03.631,G1
Case No. 47,UseTransport,2018/03/23 05:14:55.631,G1
Case No. 47,UseTransport,2018/03/23 05:27:54.631,G1
Case No. 47,UseTransport,2018/03/23 05:56:03.631,G1
Case No. 47,UseTransport,2018/03/23 06:33:43.631,G1
Case No. 47,UseTransport,2018/03/23 06:46:30.631,G1
Case No. 47,CollectTickets,2018/03/23 07:00:50.631,G1
Case No. 48,UseTransport,2018/03/23 07:20:19.631,G1
Case No. 48,UseTransport,2018/03/23 07:27:20.631,G2
Case No. 48,UseTransport,2018/03/23 07:43:12.631,G1
Case No. 48,UseTransport,2018/03/23 07:43:16.631,G1
Case No. 48,UseTransport,2018/03/23 07:59:48.631,G1
Case No. 48,UseTransport,2018/03/23 09:10:28.631,G1
Case No. 48,UseTransport,2018/03/23 09:24:14.631,G1
Case No. 48,UseTransport,2018/03/23 09:25:07.631,G1
Case No. 48,UseTransport,2018/03/23 09:34:29.631,G1
Case No. 48,UseTransport,2018/03/23 09:58:41.631,G1
Case No. 48,UseTransport,2018/03/23 10:34:20.631,G1
Case No. 48,UseTransport,2018/03/23 10:43:12.631,G1
Case No. 48,UseTransport,2018/03/23 10:45:31.631,G1
Case No. 48,UseTransport,2018/03/23 11:11:00.631,G1
Case No. 48,CollectTickets,2018/03/23 11:16:24.631,G1
Case No. 49,UseTransport,2018/03/23 11:33:29.631,G2
Case No. 49,UseTransport,2018/03/23 11:49:40.631,G2
Case No. 49,UseTransport,2018/03/23 12:05:03.631,G1
Case No. 49,UseTransport,2018/03/23 12:40:49.631,G1
Case No. 49,UseTransport,2018/03/23 12:58:28.631,G1
Case No. 49,UseTransport,2018/03/23 13:13:42.631,G1
Case No. 49,UseTransport,2018/03/23 13:20:18.631,G1
Case No. 49,UseTransport,2018/03/23 13:49:39.631,G1
Case No. 49,UseTransport,2018/03/23 13:50:19.631,G1
Case No. 49,UseTransport,2018/03/23 13:59:16.631,G1
Case No. 49,UseTransport,2018/03/23 14:05:26.631,G1
Case No. 49,UseTransport,2018/03/23 14:27:02.631,G1
Case No. 49,UseTransport,2018/03/23 14:36:25.631,G1
Case No. 49,UseTransport,2018/03/23 14:56:02.631,G1
Case No. 49,CollectTickets,2018/03/23 15:14:12.631,G1
Case No. 50,UseTransport,2018/03/23 15:36:41.631,G4
Case No. 50,UseTransport,2018/03/23 15:38:48.631,G4
Case No. 50,UseTransport,2018/03/23 15:42:05.631,G1
Case No. 50,UseTransport,2018/03/23 15:54:47.631,G1
Case No. 50,UseTransport,2018/03/23 16:20:55.631,G1
Case No. 50,UseTransport,2018/03/23 16:30:25.631,G1
Case No. 50,UseTransport,2018/03/23 16:36:23.631,G1
Case No. 50,UseTransport,2018/03/23 16:48:04.631,G1
Case No. 50,UseTransport,2018/03/23 17:07:32.631,G1
Case No. 50,UseTransport,2018/03/23 17:09:49.631,G1
Case No. 50,UseTransport,2018/03/23 17:55:05.631,G1
Case No. 50,UseTransport,2018/03/23 18:28:42.631,G1
Case No. 50,UseTransport,2018/03/23 18:40:32.631,G1
Case No. 50,UseTransport,2018/03/23 18:53:30.631,G1
Case No. 50,CollectTickets,2018/03/23 19:12:44.631,G1
Case No. 51,UseTransport,2018/03/23 19:48:01.631,G4
Case No. 51,UseTransport,2018/03/23 19:49:24.631,G2
Case No. 51,UseTransport,2018/03/23 20:02:27.631,G1
Case No. 51,UseTransport,2018/03/23 20:08:43.631,G1
Case No. 51,UseTransport,2018/03/23 20:37:47.631,G1
Case No. 51,UseTransport,2018/03/23 20:41:10.631,G1
Case No. 51,UseTransport,2018/03/23 20:48:37.631,G1
Case No. 51,UseTransport,2018/03/23 20:59:55.631,G1
Case No. 51,UseTransport,2018/03/23 21:16:00.631,G1
Case No. 51,UseTransport,2018/03/23 21:25:01.631,G1
Case No. 51,UseTransport,2018/03/23 21:59:29.631,G1
Case No. 51,UseTransport,2018/03/23 22:06:06.631,G1
Case No. 51,UseTransport,2018/03/23 22:07:47.631,G1
Case No. 51,UseTransport,2018/03/23 22:08:02.631,G1
Case No. 51,CollectTickets,2018/03/23 22:57:21.631,G1
Case No. 52,UseTransport,2018/03/23 23:23:41.631,G4
Case No. 52,UseTransport,2018/03/23 23:25:25.631,G2
Case No. 52,UseTransport,2018/03/23 23:38:32.631,G2
Case No. 52,UseTransport,2018/03/23 23:38:53.631,G1
Case No. 52,UseTransport,2018/03/23 23:42:12.631,G1
Case No. 52,UseTransport,2018/03/24 00:03:35.631,G1
Case No. 52,UseTransport,2018/03/24 00:37:04.631,G1
Case No. 52,UseTransport,2018/03/24 01:28:18.631,G1
Case No. 52,UseTransport,2018/03/24 02:20:10.631,G1
Case No. 52,UseTransport,2018/03/24 02:29:37.631,G1
Case No. 52,UseTransport,2018/03/24 02:35:10.631,G1
Case No. 52,UseTransport,2018/03/24 02:57:29.631,G1
Case No. 52,UseTransport,2018/03/24 03:09:06.631,G1
Case No. 52,UseTransport,2018/03/24 03:09:47.631,G1
Case No. 52,CollectTickets,2018/03/24 03:10:09.631,G1
Case No. 53,UseTransport,2018/03/24 03:37:50.631,G1
Case No. 53,UseTransport,2018/03/24 04:06:17.631,G1
Case No. 53,UseTransport,2018/03/24 04:22:57.631,G4
Case No. 53,UseTransport,2018/03/24 04:52:58.631,G1
Case No. 53,UseTransport,2018/03/24 04:57:14.631,G1
Case No. 53,UseTransport,2018/03/24 05:09:39.631,G1
Case No. 53,UseTransport,2018/03/24 05:21:42.631,G1
Case No. 53,UseTransport,2018/03/24 05:39:55.631,G1
Case No. 53,UseTransport,2018/03/24 05:58:50.631,G1
Case No. 53,UseTransport,2018/03/24 06:13:25.631,G1
Case No. 53,UseTransport,2018/03/24 06:15:21.631,G1
Case No. 53,UseTransport,2018/03/24 06:30:08.631,G1
Case No. 53,UseTransport,2018/03/24 06:40:35.631,G1
Case No. 53,UseTransport,2018/03/24 07:03:48.631,G1
Case No. 53,CollectTickets,2018/03/24 07:16:14.631,G1
Case No. 54,UseTransport,2018/03/24 07:56:05.631,G1
Case No. 54,UseTransport,2018/03/24 08:04:38.631,G1
Case No. 54,UseTransport,2018/03/24 08:05:04.631,G2
Case No. 54,UseTransport,2018/03/24 08:41:30.631,G1
Case No. 54,UseTransport,2018/03/24 08:52:32.631,G1
Case No. 54,UseTransport,2018/03/24 09:04:28.631,G1
Case No. 54,UseTransport,2018/03/24 09:05:55.631,G1
Case No. 54,UseTransport,2018/03/24 09:17:05.631,G1
Case No. 54,UseTransport,2018/03/24 09:29:53.631,G1
Case No. 54,UseTransport,2018/03/24 09:38:40.631,G1
Case No. 54,UseTransport,2018/03/24 10:11:21.631,G1
Case No. 54,UseTransport,2018/03/24 10:16:32.631,G1
Case No. 54,UseTransport,2018/03/24 10:52:03.631,G1
Case No. 54,UseTransport,2018/03/24 11:05:54.631,G1
Case No. 54,CollectTickets,2018/03/24 11:16:25.631,G1
Case No. 55,UseTransport,2018/03/24 11:26:05.631,G2
Case No. 55,UseTransport,2018/03/24 11:41:04.631,G1
Case No. 55,UseTransport,2018/03/24 11:44:07.631,G2
Case No. 55,UseTransport,2018/03/24 11:55:33.631,G1
Case No. 55,UseTransport,2018/03/24 11:57:43.631,G1
Case No. 55,UseTransport,2018/03/24 11:58:21.631,G1
Case No. 55,UseTransport,2018/03/24 12:02:59.631,G1
Case No. 55,UseTransport,2018/03/24 12:12:09.631,G1
Case No. 55,UseTransport,2018/03/24 13:08:08.631,G1
Case No. 55,UseTransport,2018/03/24 13:10:05.631,G1
Case No. 55,UseTransport,2018/03/24 13:13:02.631,G1
Case No. 55,UseTransport,2018/03/24 13:22:26.631,G1
Case No. 55,UseTransport,2018/03/24 13:49:53.631,G1
Case No. 55,UseTransport,2018/03/24 14:16:05.631,G1
Case No. 55,CollectTickets,2018/03/24 14:53:31.631,G1
Case No. 56,UseTransport,2018/03/24 15:29:10.631,G4
Case No. 56,UseTransport,2018/03/24 15:31:02.631,G1
Case No. 56,UseTransport,2018/03/24 15:59:37.631,G4
Case No. 56,UseTransport,2018/03/24 16:26:54.631,G1
Case No. 56,UseTransport,2018/03/24 16:40:16.631,G1
Case No. 56,UseTransport,2018/03/24 17:04:22.631,G1
Case No. 56,UseTransport,2018/03/24 17:04:24.631,G1
Case No. 56,UseTransport,2018/03/24 17:08:35.631,G1
Case No. 56,UseTransport,2018/03/24 17:20:24.631,G1
Case No. 56,UseTransport,2018/03/24 17:24:17.631,G1
Case No. 56,UseTransport,2018/03/24 18:33:58.631,G1
Case No. 56,UseTransport,2018/03/24 18:38:36.631,G1
Case No. 56,UseTransport,2018/03/24 19:05:06.631,G1
Case No. 56,UseTransport,2018/03/24 19:07:40.631,G1
Case No. 56,CollectTickets,2018/03/24 19:09:44.631,G1
Case No. 57,UseTransport,2018/03/24 19:28:36.631,G2
Case No. 57,UseTransport,2018/03/24 19:34:28.631,G1
Case No. 57,UseTransport,2018/03/24 19:37:12.631,G4
Case No. 57,UseTransport,2018/03/24 19:37:46.631,G1
Case No. 57,UseTransport,2018/03/24 19:44:21.631,G1
